,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s
matches batting first,2018-2019,10,9,1,245,52,30.62,166,147.59,0,2,0,13,16
matches fielding first,2018-2022,11,7,0,137,51,19.57,148,92.56,0,1,0,9,5
1st team innings,2018-2022,21,16,1,382,52,25.46,314,121.65,0,3,0,22,21
1st match innings,2018-2019,10,9,1,245,52,30.62,166,147.59,0,2,0,13,16
2nd match innings,2018-2022,11,7,0,137,51,19.57,148,92.56,0,1,0,9,5
day match,2018-2021,16,13,1,304,51,25.33,253,120.15,0,2,0,19,16
day/night match,2018-2022,5,3,0,78,52,26.00,61,127.86,0,1,0,3,5
won match,2018-2022,10,6,1,137,50*,27.40,87,157.47,0,1,0,9,9
lost match,2018-2021,9,9,0,236,52,26.22,221,106.78,0,2,0,13,11
no result,2018-2019,2,1,0,9,9,9.00,6,150.00,0,0,0,0,1
won batting first,2018-2019,4,4,1,128,50*,42.66,74,172.97,0,1,0,9,8
won fielding first,2018-2022,6,2,0,9,7,4.50,13,69.23,0,0,0,0,1
lost batting first,2018-2019,4,4,0,108,52,27.00,86,125.58,0,1,0,4,7
lost fielding first,2018-2021,5,5,0,128,51,25.60,135,94.81,0,1,0,9,4
no result batting first,2018-2019,2,1,0,9,9,9.00,6,150.00,0,0,0,0,1
2 team series,2018-2022,14,10,1,286,52,31.77,211,135.54,0,3,0,18,16
5+ team tournaments,2018-2022,10,8,0,117,31,14.62,137,85.40,0,0,0,6,5
1st match in series,2018-2021,3,2,0,48,46,24.00,32,150.00,0,0,0,4,2
2nd match in series,2018-2021,3,2,0,70,51,35.00,63,111.11,0,1,0,4,4
3rd match in series,2018-2022,4,2,0,61,52,30.50,49,124.48,0,1,0,2,4
4th match in series,2018-2019,2,2,1,67,50*,67.00,34,197.05,0,1,0,6,4
5th match in series,2018-2019,2,2,0,40,22,20.00,33,121.21,0,0,0,2,2
World Cup,2019-2019,2,2,0,19,14,9.50,19,100.00,0,0,0,0,1
Asia Cup (ODI),2018-2018,5,4,0,77,31,19.25,84,91.66,0,0,0,4,4
3rd position,2018-2018,1,1,1,50,50*,-,22,227.27,0,1,0,5,3
4th position,2019-2019,1,1,0,51,51,51.00,36,141.66,0,1,0,2,4
5th position,2018-2018,2,2,0,64,46,32.00,41,156.09,0,0,0,4,4
6th position,2018-2021,7,7,0,133,52,19.00,110,120.90,0,1,0,4,9
7th position,2018-2021,5,5,0,84,31,16.80,105,80.00,0,0,0,7,1
