,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s
lost toss & sent in,2007-2024,48,48,1,1907,126,40.57,2410,79.12,7,9,4,209,2
lost toss & fielded,2007-2024,38,36,9,1375,122*,50.92,1730,79.47,1,11,3,172,6
matches batting first,2006-2024,92,90,2,3299,168,37.48,4207,78.41,10,15,5,350,10
matches fielding first,2006-2024,71,67,14,2419,122*,45.64,2925,82.70,3,19,4,306,10
1st team innings,2006-2024,163,157,16,5718,168,40.55,7132,80.17,13,34,9,656,20
1st match innings,2006-2024,92,90,2,3299,168,37.48,4207,78.41,10,15,5,350,10
2nd match innings,2006-2024,71,67,14,2419,122*,45.64,2925,82.70,3,19,4,306,10
day match,2006-2024,140,134,14,5061,168,42.17,6253,80.93,12,29,7,579,17
day/night match,2007-2024,23,23,2,657,122*,31.28,879,74.74,1,5,2,77,3
won match,2006-2024,77,72,13,3611,168,61.20,3924,92.02,11,21,3,436,14
lost match,2006-2024,82,81,1,2023,110,25.28,3066,65.98,2,12,6,218,6
tied match,2023-2023,1,1,0,24,24,24.00,40,60.00,0,0,0,1,0
no result,2012-2022,3,3,2,60,51,60.00,102,58.82,0,1,0,1,0
won batting first,2006-2023,36,35,0,1854,168,52.97,2012,92.14,8,5,1,207,8
won fielding first,2006-2024,41,37,13,1757,122*,73.20,1912,91.89,3,16,2,229,6
lost batting first,2006-2024,53,52,1,1370,110,26.86,2075,66.02,2,9,4,142,2
lost fielding first,2007-2024,29,29,0,653,79,22.51,991,65.89,0,3,2,76,4
tied batting first,2023-2023,1,1,0,24,24,24.00,40,60.00,0,0,0,1,0
no result batting first,2012-2022,2,2,1,51,51,51.00,80,63.75,0,1,0,0,0
no result fielding first,2022-2022,1,1,1,9,9*,-,22,40.90,0,0,0,1,0
2 team series,2006-2024,123,119,11,4044,122*,37.44,5172,78.19,7,29,7,454,10
3-4 team tournaments,2007-2018,13,12,0,495,151,41.25,570,86.84,2,0,1,60,2
5+ team tournaments,2009-2024,83,82,11,3434,168,48.36,4260,80.61,8,23,4,389,12
1st match in series,2006-2024,34,33,4,1457,122*,50.24,1733,84.07,5,8,2,166,1
2nd match in series,2009-2024,31,31,4,938,101*,34.74,1248,75.16,1,7,3,112,2
3rd match in series,2006-2024,34,33,2,1083,110,34.93,1431,75.68,1,9,2,110,4
4th match in series,2006-2022,12,11,1,364,70*,36.40,395,92.15,0,4,0,47,3
5th match in series,2006-2022,9,8,0,168,69,21.00,280,60.00,0,1,0,15,0
6th match in series,2007-2016,2,2,0,8,5,4.00,30,26.66,0,0,0,1,0
7th match in series,2016-2016,1,1,0,26,26,26.00,55,47.27,0,0,0,3,0
ICC Women's Champ,2014-2024,56,56,6,2255,110,45.10,2870,78.57,4,18,3,247,4
ICC Women's World Cu,2009-2022,27,26,5,1179,168,56.14,1390,84.82,4,5,1,142,8
Rose Bowl,2009-2020,24,24,2,831,122*,37.77,1105,75.20,2,5,2,90,5
tournament finals,2007-2009,2,2,0,21,19,10.50,52,40.38,0,0,0,2,0
preliminary matches,2007-2024,94,92,11,3908,168,48.24,4778,81.79,10,23,5,447,14
1st position,2007-2024,86,86,7,3258,151,41.24,4031,80.82,7,20,3,394,8
2nd position,2006-2023,37,37,6,1623,122*,52.35,1954,83.06,5,10,2,183,6
3rd position,2009-2020,30,30,2,828,168,29.57,1107,74.79,1,4,4,79,6
4th position,2012-2018,4,4,1,9,7,3.00,40,22.50,0,0,0,0,0
