,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s
lost toss & fielded,2011-2024,35,67,5,2249,160,36.27,5345,42.07,5,13,10,245,7
matches batting first,2011-2024,32,62,2,2085,212,34.75,5250,39.71,5,10,5,187,5
matches fielding first,2011-2024,62,119,8,3657,160,32.94,8878,41.19,7,20,13,393,9
1st team innings,2011-2024,94,94,2,3872,212,42.08,9683,39.98,10,21,8,389,9
2nd team innings,2011-2024,88,87,8,1870,116,23.67,4445,42.06,2,9,10,191,5
1st match innings,2011-2024,32,32,1,1383,212,44.61,3405,40.61,4,7,1,127,2
2nd match innings,2011-2024,62,62,1,2489,160,40.80,6278,39.64,6,14,7,262,7
3rd match innings,2011-2024,39,39,0,942,116,24.15,2285,41.22,1,4,4,92,4
4th match innings,2011-2024,49,48,8,928,110,23.20,2160,42.96,1,5,6,99,1
day match,2011-2024,89,171,10,5618,212,34.89,13774,40.78,12,30,17,565,14
day/night match,2016-2024,5,10,0,124,40,12.40,354,35.02,0,0,1,15,0
won match,2011-2024,24,46,7,2040,212,52.30,4686,43.53,6,10,2,195,5
lost match,2011-2024,53,106,0,2276,116,21.47,5680,40.07,2,13,13,248,6
drawn match,2011-2024,17,29,3,1426,182,54.84,3762,37.90,4,7,3,137,3
won batting first,2011-2024,10,20,1,789,212,41.52,1966,40.13,2,3,1,60,3
won fielding first,2014-2023,14,26,6,1251,142*,62.55,2720,45.99,4,7,1,135,2
lost batting first,2011-2024,16,32,0,634,116,19.81,1786,35.49,1,4,4,61,2
lost fielding first,2011-2024,37,74,0,1642,110,22.18,3894,42.16,1,9,9,187,4
drawn batting first,2011-2023,6,10,1,662,182,73.55,1498,44.19,2,3,0,66,0
drawn fielding first,2011-2024,11,19,2,764,160,44.94,2264,33.74,2,4,3,71,3
2 team series,2011-2024,94,181,10,5742,212,33.57,14128,40.64,12,30,18,580,14
5+ team tournaments,2019-2024,35,70,3,2060,160,30.74,5238,39.32,3,13,6,223,4
only match in series,2019-2019,1,2,0,19,11,9.50,48,39.58,0,0,0,4,0
1st match in series,2011-2024,37,73,1,2312,212,32.11,5800,39.86,4,12,7,223,8
2nd match in series,2011-2024,39,74,5,2542,160,36.84,6190,41.06,7,12,8,262,6
3rd match in series,2011-2024,16,31,3,837,142*,29.89,2012,41.60,1,6,3,86,0
4th match in series,2016-2016,1,1,1,32,32*,-,78,41.02,0,0,0,5,0
Botham-Richards Trop,2022-2024,6,12,2,507,160,50.70,1173,43.22,1,3,1,60,1
Frank Worrell Trophy,2012-2024,12,22,0,559,110,25.40,1296,43.13,1,4,4,56,2
ICC World Test Champ,2019-2024,35,70,3,2060,160,30.74,5238,39.32,3,13,6,223,4
The Wisden Trophy,2015-2020,12,24,1,783,134,34.04,1752,44.69,2,3,2,88,3
1st position,2011-2024,84,160,8,5037,182,33.13,12389,40.65,10,27,13,517,14
2nd position,2011-2019,11,20,2,684,212,38.00,1657,41.27,2,3,5,62,0
3rd position,2016-2016,1,1,0,21,21,21.00,82,25.60,0,0,0,1,0
