,Span,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100s,50s,0s,4s,6s
won the toss,2016-2024,21,36,5,1764,161,56.90,3155,55.91,5,11,1,192,12
lost the toss,2016-2024,33,62,4,2198,196,37.89,4097,53.64,4,15,7,267,11
won toss & batted,2016-2024,17,29,3,1392,161,53.53,2432,57.23,4,9,1,150,10
won toss & fielded,2016-2023,4,7,2,372,143,74.40,723,51.45,1,2,0,42,2
lost toss & sent in,2016-2024,8,16,0,495,75,30.93,1038,47.68,0,5,2,64,1
lost toss & fielded,2016-2023,25,46,4,1703,196,40.54,3059,55.67,4,10,5,203,10
matches batting first,2016-2024,25,45,3,1887,161,44.92,3470,54.38,4,14,3,214,11
matches fielding first,2016-2023,29,53,6,2075,196,44.14,3782,54.86,5,12,5,245,12
1st team innings,2016-2024,54,54,4,2468,161,49.36,4471,55.20,6,16,5,292,14
2nd team innings,2016-2024,46,44,5,1494,196,38.30,2781,53.72,3,10,3,167,9
1st match innings,2016-2024,25,25,1,1141,161,47.54,2114,53.97,2,9,2,135,5
2nd match innings,2016-2023,29,29,3,1327,143,51.03,2357,56.30,4,7,3,157,9
3rd match innings,2016-2024,22,21,3,758,104,42.11,1346,56.31,2,5,1,80,6
4th match innings,2016-2023,24,23,2,736,196,35.04,1435,51.28,1,5,2,87,3
day match,2016-2024,50,90,9,3726,196,46.00,6863,54.29,9,24,7,436,23
day/night match,2016-2019,4,8,0,236,97,29.50,389,60.66,0,2,1,23,0
won match,2016-2023,19,31,5,1477,143,56.80,2716,54.38,4,11,3,163,15
lost match,2016-2024,27,54,1,1736,136,32.75,3130,55.46,2,14,5,217,4
drawn match,2018-2023,8,13,3,749,196,74.90,1406,53.27,3,1,0,79,4
won batting first,2016-2021,10,17,2,875,127*,58.33,1572,55.66,2,8,2,91,9
won fielding first,2017-2023,9,14,3,602,143,54.72,1144,52.62,2,3,1,72,6
lost batting first,2016-2024,11,22,0,722,104,32.81,1324,54.53,1,6,1,99,0
lost fielding first,2016-2023,16,32,1,1014,136,32.70,1806,56.14,1,8,4,118,4
drawn batting first,2018-2022,4,6,1,290,161,58.00,574,50.52,1,0,0,24,2
drawn fielding first,2019-2023,4,7,2,459,196,91.80,832,55.16,2,1,0,55,2
2 team series,2016-2024,54,98,9,3962,196,44.51,7252,54.63,9,26,8,459,23
5+ team tournaments,2019-2024,31,56,4,2725,196,52.40,4861,56.05,8,15,1,315,16
only match in series,2018-2018,1,2,0,73,59,36.50,139,52.51,0,1,0,11,0
1st match in series,2016-2024,24,43,5,1711,161,45.02,3124,54.76,6,8,2,203,8
2nd match in series,2016-2024,21,37,3,1602,196,47.11,2945,54.39,3,10,4,177,14
3rd match in series,2017-2024,8,16,1,576,78,38.40,1044,55.17,0,7,2,68,1
Benaud-Qadir Trophy,2022-2024,6,11,0,516,196,46.90,1090,47.33,1,2,0,52,2
ICC World Test Champ,2019-2024,31,56,4,2725,196,52.40,4861,56.05,8,15,1,315,16
3rd position,2016-2022,10,19,2,510,90*,30.00,1084,47.04,0,5,4,51,3
4th position,2016-2024,32,50,4,2451,196,53.28,4400,55.70,7,14,2,278,14
5th position,2017-2024,12,15,1,475,104,33.92,834,56.95,1,3,0,72,0
6th position,2017-2019,8,12,1,494,127*,44.90,870,56.78,1,4,2,57,5
7th position,2018-2018,1,2,1,32,28*,32.00,64,50.00,0,0,0,1,1
